,Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
369,Truck,36402,5,1,Petrol,Manual,1500,Worn Out,Worn Out,Weak,1
370,Van,36549,2,3,Petrol,Manual,2000,Worn Out,New,Good,0
371,Car,36826,0,7,Electric,Automatic,1000,Worn Out,New,Good,0
372,Truck,42489,5,3,Electric,Manual,1500,Good,New,Weak,1
373,Motorcycle,63096,2,10,Electric,Manual,2000,New,Good,Weak,1
374,Bus,49369,1,5,Electric,Automatic,1000,New,Worn Out,Good,1
375,Car,53047,2,3,Diesel,Manual,1000,Good,Good,Good,0
376,Bus,54067,4,3,Petrol,Manual,1500,Good,Worn Out,Good,1
377,Van,61486,4,4,Diesel,Automatic,800,Good,Worn Out,Weak,1
378,Motorcycle,32270,2,4,Diesel,Manual,1000,New,Good,Good,0
379,SUV,75118,2,6,Diesel,Manual,800,Good,Good,Good,0
380,Car,44344,4,1,Electric,Automatic,2000,New,New,New,1
381,SUV,51313,0,8,Electric,Manual,800,Worn Out,Worn Out,New,1
382,SUV,72638,3,1,Petrol,Automatic,1500,Good,Worn Out,Weak,1
383,SUV,62968,1,4,Petrol,Manual,1000,New,Good,New,0
384,Van,52717,0,2,Diesel,Automatic,1500,Worn Out,New,New,0
385,Bus,76508,1,10,Diesel,Automatic,2000,Worn Out,Good,New,0
386,Car,36471,3,7,Petrol,Automatic,2000,Good,Worn Out,Good,1
387,Car,70423,0,5,Diesel,Automatic,800,Good,Worn Out,Good,1
388,Truck,51992,4,4,Electric,Automatic,2000,New,New,New,1
389,Bus,55161,4,5,Electric,Automatic,1500,Worn Out,New,Good,1
390,Van,51873,4,5,Petrol,Automatic,1500,New,Good,Weak,1
391,Van,75679,1,1,Petrol,Manual,2000,Worn Out,Worn Out,Weak,1
392,Bus,69965,4,6,Diesel,Automatic,1500,Worn Out,New,Weak,1
393,Van,72683,0,10,Diesel,Automatic,1000,Good,New,New,0
394,Truck,56896,5,5,Electric,Manual,800,New,New,Weak,1
395,Truck,48302,1,9,Diesel,Automatic,2000,Good,Good,Weak,1
396,Van,59634,3,5,Petrol,Manual,2000,Worn Out,New,New,1
397,Bus,68817,1,9,Electric,Automatic,800,Worn Out,New,New,0
398,SUV,54181,2,7,Petrol,Automatic,2500,Worn Out,New,Weak,1
399,Van,56806,0,10,Petrol,Automatic,1500,New,Good,New,0
400,Van,32301,4,8,Electric,Manual,2500,New,Worn Out,Good,1
401,Truck,76890,3,8,Electric,Automatic,2000,Good,New,Weak,1
402,Motorcycle,76125,1,4,Diesel,Manual,2500,Good,Worn Out,Weak,1
403,Motorcycle,70683,2,9,Petrol,Automatic,2500,Good,Good,New,1
404,Bus,56461,3,8,Diesel,Manual,2000,New,Good,Good,1
405,Bus,55189,0,8,Petrol,Manual,800,Good,New,Weak,1
406,Car,46428,3,8,Petrol,Automatic,2500,New,Worn Out,Good,1
407,Car,59405,3,8,Electric,Manual,800,Worn Out,Good,Good,1
408,Bus,36643,0,4,Electric,Automatic,2500,Worn Out,Worn Out,Good,1
409,Truck,48034,4,10,Petrol,Manual,1500,Good,Good,New,1
410,Motorcycle,61861,4,10,Electric,Automatic,2000,New,Good,Good,1
411,Bus,44249,3,1,Electric,Automatic,2500,New,New,New,1
412,SUV,31111,5,1,Petrol,Automatic,2500,Good,Good,Weak,1
413,Truck,70346,4,7,Diesel,Automatic,800,New,New,Weak,1
414,SUV,72722,0,3,Diesel,Automatic,2000,Good,Good,New,0
415,Truck,67738,5,6,Electric,Manual,2000,Good,Good,Weak,1
416,SUV,32797,4,10,Petrol,Manual,2500,Good,Good,Good,1
417,Car,37258,4,1,Electric,Automatic,1000,New,Good,Good,1
418,Truck,50881,4,2,Electric,Automatic,1000,Good,Worn Out,New,1
419,Car,60763,1,10,Petrol,Automatic,2000,Worn Out,Good,Good,1
420,Motorcycle,58060,3,9,Electric,Automatic,1500,New,Worn Out,New,1
421,SUV,52954,3,8,Electric,Automatic,1000,Worn Out,New,New,1
422,Motorcycle,73048,2,3,Electric,Manual,1000,New,Worn Out,Weak,1
423,Bus,70021,5,2,Petrol,Automatic,2500,Good,New,Good,1
424,Truck,63699,3,1,Petrol,Automatic,800,Worn Out,New,New,1
425,Truck,32205,0,3,Electric,Manual,2000,Good,Worn Out,New,1
426,Bus,35999,0,3,Diesel,Manual,1000,Worn Out,New,Good,0
427,Bus,54507,5,9,Diesel,Automatic,2000,New,New,New,1
428,Truck,40455,5,8,Electric,Manual,800,Good,New,New,1
429,Truck,74904,2,2,Electric,Manual,800,Good,Good,Weak,1
430,Van,73695,3,2,Electric,Automatic,1000,New,Good,Weak,1
431,Truck,66949,4,9,Diesel,Automatic,2000,Good,Good,Good,1
432,Motorcycle,42835,4,8,Petrol,Manual,2000,New,Good,New,1
433,Motorcycle,58867,1,4,Diesel,Manual,2000,New,Good,Weak,1
434,Bus,38508,5,4,Electric,Automatic,1000,Worn Out,Good,New,1
435,Car,34807,2,1,Electric,Manual,800,New,Good,Weak,1
436,Car,75509,0,5,Diesel,Manual,2000,New,Good,New,1
437,Motorcycle,42229,2,8,Petrol,Automatic,2000,Worn Out,New,Weak,1
438,Truck,55125,3,4,Diesel,Automatic,1500,Worn Out,Good,Good,1
439,Truck,66497,0,6,Diesel,Manual,2500,Good,Worn Out,Good,1
440,Car,58760,4,1,Diesel,Manual,1000,Worn Out,Worn Out,Good,1
441,Car,77096,3,8,Diesel,Automatic,800,Good,Worn Out,Weak,1
442,SUV,52843,0,7,Diesel,Automatic,1500,Good,Worn Out,Good,1
443,Truck,48975,2,7,Diesel,Automatic,800,Good,New,Weak,1
444,Van,45153,1,7,Electric,Automatic,2500,Good,Good,Good,0
445,Truck,63849,1,10,Electric,Manual,2500,New,Worn Out,Good,1
446,Bus,75902,4,3,Electric,Manual,2000,Good,Worn Out,Good,1
447,Van,64478,2,3,Electric,Manual,2000,New,Good,New,0
448,Bus,79751,4,5,Electric,Automatic,1500,New,Worn Out,Good,1
449,Bus,37475,2,9,Petrol,Manual,2500,Worn Out,Worn Out,New,1
450,Motorcycle,49330,4,4,Diesel,Automatic,1000,New,Good,Good,1
451,Motorcycle,65780,4,7,Electric,Automatic,2000,Good,New,New,1
452,Truck,71391,1,6,Petrol,Automatic,1000,Worn Out,Worn Out,Weak,1
453,Truck,67672,2,1,Diesel,Manual,2500,Good,Worn Out,Weak,1
454,Car,32603,5,8,Diesel,Manual,2500,Worn Out,Worn Out,Weak,1
455,Motorcycle,40191,0,4,Electric,Manual,1500,Good,Good,Weak,1
456,Truck,61193,1,6,Diesel,Automatic,1000,Good,Good,Good,0
457,Bus,65960,5,8,Electric,Automatic,2500,Worn Out,New,Weak,1
458,Van,71849,2,4,Petrol,Manual,2000,Worn Out,Worn Out,Good,1
459,Van,56251,1,10,Electric,Manual,2000,Good,Good,New,1
460,Van,34229,5,9,Diesel,Automatic,1000,Good,Worn Out,Weak,1
461,Truck,70482,3,2,Diesel,Automatic,800,New,New,New,1
462,Car,69261,2,1,Petrol,Manual,1500,Worn Out,Good,Good,0
463,Car,77778,5,3,Petrol,Manual,2000,Worn Out,New,New,1
464,Van,36240,2,8,Diesel,Manual,2000,New,Good,Good,0
465,Car,66486,4,6,Petrol,Automatic,800,New,Good,Good,1
466,Truck,46645,2,6,Diesel,Automatic,2000,Worn Out,New,Weak,1
467,Van,68445,3,6,Electric,Manual,1000,New,Worn Out,Good,1
468,Van,71796,2,4,Petrol,Automatic,2000,New,New,Weak,1
469,Car,60778,5,8,Diesel,Automatic,2000,Good,New,New,1
470,Motorcycle,44180,0,10,Petrol,Manual,800,New,Good,Good,1
471,Car,62137,2,10,Diesel,Automatic,1500,New,Worn Out,Good,1
472,SUV,70218,5,9,Electric,Automatic,1000,Good,New,Weak,1
473,Motorcycle,79716,4,10,Electric,Manual,1500,New,Good,New,1
474,SUV,76827,5,9,Petrol,Manual,2500,New,Worn Out,New,1
475,Bus,44986,5,1,Electric,Manual,2500,Good,Worn Out,New,1
476,Van,48401,0,1,Electric,Manual,2500,Good,Good,Good,1
477,SUV,55717,5,10,Petrol,Automatic,800,New,New,Good,1
478,Truck,63664,4,10,Diesel,Manual,800,New,Worn Out,Weak,1
479,Motorcycle,50634,5,6,Electric,Automatic,1000,Good,Worn Out,New,1
480,Truck,34722,4,5,Diesel,Automatic,2000,New,New,Good,1
481,SUV,48233,1,10,Petrol,Manual,2000,Good,New,Weak,1
482,Car,48455,5,1,Diesel,Automatic,800,Good,Good,New,1
483,Car,64214,1,9,Petrol,Manual,2000,New,New,New,0
484,Bus,56203,2,2,Electric,Manual,1500,Good,New,Good,0
485,Bus,74405,3,10,Diesel,Manual,2000,Good,Worn Out,New,1
486,Bus,42793,4,2,Electric,Automatic,1500,Worn Out,New,Good,1
487,Motorcycle,46889,1,4,Petrol,Manual,1000,New,Worn Out,Good,1
488,Motorcycle,39327,2,1,Electric,Automatic,1500,Good,New,Good,1
489,Truck,66617,4,8,Electric,Manual,2500,Worn Out,New,Good,1
490,Car,72375,1,5,Diesel,Manual,1500,New,New,New,0
491,Motorcycle,75958,0,8,Diesel,Automatic,1500,Worn Out,Good,Good,0
492,SUV,36405,1,1,Diesel,Automatic,1500,Good,Good,New,0
493,Van,51524,0,8,Electric,Automatic,2500,Good,Worn Out,New,1
494,Motorcycle,57756,0,7,Petrol,Manual,800,New,Worn Out,Weak,1
495,Van,35417,0,2,Diesel,Automatic,1000,Worn Out,Good,New,0
496,Motorcycle,54769,2,6,Petrol,Automatic,800,New,Good,Weak,1
497,Car,68933,5,9,Petrol,Manual,2500,New,Good,Good,1
498,Bus,54768,5,6,Diesel,Manual,1500,Good,Worn Out,Weak,1
499,Truck,40957,1,1,Diesel,Manual,2500,Worn Out,Good,Good,0
500,SUV,37686,2,5,Diesel,Manual,800,New,New,New,0
501,Truck,71211,0,10,Petrol,Automatic,2500,New,New,New,0
502,Truck,35211,2,2,Petrol,Manual,1500,New,Worn Out,Weak,1
503,Car,77713,2,5,Electric,Automatic,800,Worn Out,Worn Out,Weak,1
504,SUV,49919,2,3,Electric,Automatic,2000,Good,Good,Weak,1
505,Motorcycle,71508,3,3,Petrol,Automatic,1500,New,New,Weak,1
506,Car,40792,4,6,Diesel,Automatic,800,Worn Out,Worn Out,Weak,1
507,Car,38270,1,3,Petrol,Manual,2500,Good,Worn Out,Good,1
508,Van,65862,4,3,Diesel,Automatic,2000,Good,Good,New,1
509,Van,42324,0,5,Petrol,Automatic,1500,New,New,New,0
510,Bus,64379,0,10,Electric,Manual,1000,New,New,New,0
511,Motorcycle,69761,0,10,Petrol,Manual,2500,New,Good,Good,1
512,SUV,48669,4,3,Petrol,Manual,2500,New,Good,Good,1
513,Truck,66714,2,2,Petrol,Automatic,1500,Good,New,New,1
514,Motorcycle,71468,0,4,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
515,SUV,66534,3,1,Electric,Manual,1500,New,New,Weak,1
516,Van,39161,1,1,Electric,Automatic,1000,Worn Out,Worn Out,Weak,1
517,Motorcycle,33896,3,1,Electric,Manual,2500,New,Good,Good,1
518,Bus,71589,0,9,Diesel,Manual,800,Worn Out,Good,Good,1
519,Truck,56954,2,7,Petrol,Automatic,1000,Worn Out,New,Good,1
520,Motorcycle,76222,3,8,Electric,Manual,2500,Worn Out,Worn Out,Good,1
521,Motorcycle,46578,0,2,Diesel,Manual,2500,New,Worn Out,New,1
522,Van,50296,0,4,Petrol,Automatic,1500,New,Worn Out,Good,1
523,Truck,65290,0,6,Electric,Manual,1500,Worn Out,Good,New,0
524,Car,64524,4,8,Petrol,Automatic,1000,Worn Out,Good,New,1
525,Van,36042,0,6,Diesel,Manual,800,Good,Worn Out,Good,1
526,Car,45189,3,7,Electric,Manual,1000,New,New,New,1
527,Truck,49984,1,7,Diesel,Automatic,2000,Good,Good,Good,0
528,Car,68473,2,5,Petrol,Manual,2000,Worn Out,Good,Good,0
529,Truck,62095,2,2,Diesel,Manual,1000,Good,Good,Weak,1
530,Truck,37270,4,2,Electric,Automatic,2500,Worn Out,Good,Weak,1
531,Van,38826,3,5,Electric,Manual,1000,Good,Worn Out,Weak,1
532,Bus,32088,3,3,Diesel,Manual,800,Good,Good,Good,1
533,Truck,43661,4,10,Diesel,Automatic,800,New,Worn Out,New,1
534,SUV,36281,0,10,Electric,Manual,800,New,Good,Good,0
535,Van,58453,1,2,Petrol,Automatic,1000,Good,New,Weak,1
536,Bus,48236,1,7,Diesel,Manual,2000,Good,New,Weak,1
537,Van,79365,4,2,Petrol,Automatic,1500,New,Good,Good,1
538,Motorcycle,51585,5,9,Electric,Automatic,2500,New,Worn Out,Weak,1
539,SUV,54422,3,8,Electric,Automatic,1000,New,Good,Weak,1
540,Motorcycle,69021,1,6,Diesel,Automatic,800,New,New,Weak,1
541,Van,51001,2,8,Petrol,Manual,1500,New,New,Good,0
542,Motorcycle,34272,1,9,Petrol,Automatic,2500,New,Good,Weak,1
543,Truck,42389,3,7,Diesel,Automatic,2000,New,Worn Out,New,1
544,Car,68985,0,4,Petrol,Automatic,800,New,Good,New,0
545,SUV,60296,3,9,Electric,Automatic,800,Good,Worn Out,New,1
546,Truck,33874,1,4,Petrol,Automatic,800,Good,Worn Out,Good,1
547,Van,40004,5,1,Electric,Manual,800,Worn Out,Good,Weak,1
548,SUV,40413,5,5,Petrol,Manual,800,Worn Out,New,New,1
549,Truck,48603,3,1,Petrol,Automatic,1000,Worn Out,Good,Good,1
550,Motorcycle,41338,2,6,Diesel,Automatic,2500,Good,Worn Out,New,1
551,Bus,33647,5,9,Petrol,Manual,2000,Good,Good,Good,1
552,SUV,43813,2,4,Electric,Automatic,1000,New,Good,Weak,1
553,Motorcycle,50189,2,1,Petrol,Manual,800,Good,Worn Out,New,1
554,Van,54405,2,5,Petrol,Automatic,800,Good,New,Weak,1
555,SUV,34314,4,8,Electric,Manual,1000,Worn Out,Worn Out,New,1
556,SUV,57423,5,2,Diesel,Manual,2000,New,Worn Out,Weak,1
557,Car,64139,4,10,Diesel,Automatic,1000,Good,Worn Out,Weak,1
558,Truck,31571,2,10,Electric,Manual,2500,Worn Out,Good,New,1
559,Bus,54393,3,6,Petrol,Manual,800,Worn Out,Good,Good,1
560,Truck,35764,5,10,Diesel,Manual,2500,New,New,Good,1
561,Van,45040,0,4,Electric,Automatic,1000,Good,Worn Out,Good,1
562,Bus,65780,1,7,Electric,Manual,2500,New,Worn Out,New,1
563,Car,34066,3,9,Petrol,Automatic,1500,Good,Good,New,0
564,Van,69994,5,4,Petrol,Automatic,1000,New,New,Weak,1
565,SUV,52007,4,2,Electric,Automatic,2000,Worn Out,Good,Weak,1
566,Van,35224,4,10,Diesel,Manual,2500,Good,Good,New,1
567,Car,40893,2,9,Electric,Automatic,2000,New,New,Weak,1
568,Car,46904,3,6,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
569,Truck,52849,5,4,Electric,Automatic,2500,Worn Out,Good,Good,1
570,Van,30912,1,10,Petrol,Automatic,2000,New,Good,Weak,1
571,Truck,58198,0,6,Petrol,Automatic,800,Worn Out,Good,New,0
572,Car,51947,1,3,Petrol,Manual,1500,Worn Out,Good,New,0
573,Truck,42787,2,5,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
574,Truck,73212,1,9,Electric,Manual,2500,Worn Out,Good,Good,0
575,Van,51880,5,3,Electric,Manual,2500,Worn Out,New,New,1
576,Car,65492,4,7,Diesel,Manual,2500,Worn Out,Worn Out,Good,1
577,Motorcycle,50226,3,4,Diesel,Manual,2500,New,Worn Out,New,1
578,Bus,67270,5,1,Diesel,Manual,800,New,New,New,1
579,Bus,53628,3,9,Diesel,Manual,800,Good,New,Weak,1
580,Truck,60122,3,9,Diesel,Manual,2000,Good,Worn Out,New,1
581,Motorcycle,65501,1,6,Electric,Manual,2500,New,Worn Out,New,1
582,Bus,32986,3,9,Electric,Manual,2500,New,New,Good,0
583,Motorcycle,48332,4,1,Petrol,Manual,2000,Worn Out,New,New,1
584,Motorcycle,76874,3,9,Electric,Automatic,1000,Worn Out,Good,New,1
585,Bus,61536,5,6,Electric,Manual,2500,Worn Out,New,New,1
586,Bus,69670,3,9,Electric,Manual,1000,Worn Out,Good,Good,1
587,Bus,41467,1,2,Diesel,Automatic,1000,New,Good,Weak,1
588,SUV,48422,2,4,Electric,Automatic,2000,Worn Out,Good,New,1
589,Van,60048,2,2,Electric,Automatic,2500,Worn Out,New,Weak,1
590,Bus,36726,4,10,Petrol,Manual,1500,Worn Out,New,New,1
591,Car,58405,0,9,Petrol,Automatic,2000,Good,New,Weak,1
592,Motorcycle,58749,0,8,Diesel,Automatic,1000,Good,Worn Out,Good,1
593,Truck,39768,2,10,Petrol,Automatic,2500,Good,New,Good,0
594,SUV,50206,0,9,Electric,Automatic,1000,Worn Out,Worn Out,New,1
595,Motorcycle,67508,1,10,Electric,Automatic,2500,New,Worn Out,Weak,1
596,Car,71908,5,5,Petrol,Automatic,2000,Good,Worn Out,New,1
597,Bus,42778,3,5,Diesel,Manual,1000,Good,New,Good,1
598,Bus,30361,1,9,Petrol,Automatic,1000,Good,Worn Out,New,1
599,Car,30792,4,5,Electric,Automatic,2000,New,Good,Weak,1
600,Motorcycle,72265,1,4,Petrol,Manual,2500,Worn Out,New,Weak,1
601,SUV,58642,4,5,Electric,Automatic,1500,New,Good,Good,1
602,Truck,53273,5,2,Diesel,Automatic,2000,Good,Worn Out,Good,1
603,Motorcycle,59905,4,9,Petrol,Automatic,2500,Good,Worn Out,Weak,1
604,Truck,65488,2,6,Diesel,Manual,1000,Good,New,Weak,1
605,Bus,78215,2,2,Diesel,Automatic,1500,New,Worn Out,New,1
606,Car,36006,3,10,Electric,Manual,2500,New,New,New,1
607,Truck,75293,4,6,Petrol,Manual,800,Worn Out,Good,New,1
608,Motorcycle,57675,1,3,Diesel,Manual,1000,Worn Out,New,Weak,1
609,Motorcycle,73460,5,10,Petrol,Manual,1000,Good,New,Weak,1
610,Van,57575,5,3,Electric,Automatic,2500,Worn Out,New,Good,1
611,Bus,39359,3,7,Electric,Automatic,2000,Good,Worn Out,Good,1
612,Van,55611,3,9,Diesel,Automatic,2000,Worn Out,Worn Out,Weak,1
613,Bus,60366,4,6,Petrol,Manual,2000,New,New,Weak,1
614,Car,77099,2,9,Electric,Automatic,1000,Worn Out,New,Good,1
615,Truck,63347,5,9,Diesel,Manual,2500,Good,Good,Good,1
616,Van,36636,2,8,Petrol,Manual,1000,New,Worn Out,New,1
617,SUV,64641,4,10,Petrol,Automatic,1000,New,Worn Out,Weak,1
618,Motorcycle,78875,3,2,Diesel,Manual,2000,New,Good,Good,0
619,Car,62625,2,4,Electric,Manual,1500,Worn Out,Worn Out,New,1
620,Van,56027,0,3,Petrol,Automatic,1500,New,Worn Out,Weak,1
621,Car,76822,4,7,Diesel,Automatic,1500,New,Good,New,1
622,SUV,71959,1,3,Diesel,Automatic,1000,Worn Out,New,Good,0
623,Bus,79901,0,3,Electric,Manual,2000,Worn Out,Good,Good,0
624,Motorcycle,63884,3,4,Electric,Automatic,800,Good,Worn Out,New,1
625,Car,57947,4,9,Diesel,Automatic,2500,Worn Out,Good,New,1
626,Motorcycle,62347,3,1,Electric,Automatic,800,New,Worn Out,New,1
627,Van,32879,3,4,Diesel,Automatic,1000,Good,New,Good,1
628,SUV,66584,4,6,Diesel,Manual,2000,Good,Worn Out,Good,1
629,Car,54888,5,8,Petrol,Automatic,2500,Good,Good,New,1
630,Motorcycle,58858,4,4,Diesel,Automatic,800,Worn Out,Worn Out,Weak,1
631,Bus,51618,1,8,Electric,Automatic,800,Worn Out,Worn Out,Good,1
632,Motorcycle,56540,2,6,Petrol,Automatic,2000,New,New,Weak,1
633,SUV,35215,4,4,Diesel,Manual,1000,New,New,Weak,1
634,Motorcycle,77134,1,1,Petrol,Manual,800,New,Worn Out,Weak,1
635,Motorcycle,46084,2,3,Electric,Automatic,2000,Good,New,New,0
636,SUV,30990,0,7,Diesel,Manual,2500,Good,Worn Out,Good,1
637,Car,32312,3,8,Diesel,Manual,2500,New,Good,New,1
638,Van,34134,5,6,Petrol,Manual,1500,New,Good,Good,1
639,Van,62807,0,2,Electric,Automatic,2000,Worn Out,Good,Weak,1
640,Truck,62559,4,9,Electric,Automatic,800,Good,Worn Out,Weak,1
641,SUV,56611,5,4,Electric,Manual,800,New,Worn Out,Weak,1
642,Motorcycle,41169,2,1,Electric,Automatic,1500,Good,Worn Out,Good,1
643,Van,37096,4,4,Electric,Manual,800,Good,Worn Out,Good,1
644,Van,78227,2,2,Electric,Manual,1000,Worn Out,Worn Out,Good,1
645,Bus,58516,2,2,Diesel,Manual,1000,Good,Good,Weak,1
646,SUV,51326,3,7,Petrol,Manual,1500,Worn Out,New,New,1
647,Bus,38321,0,6,Petrol,Automatic,800,New,Worn Out,Good,1
648,SUV,56857,4,10,Diesel,Automatic,2000,Good,New,New,1
649,Car,76793,1,9,Petrol,Manual,1000,Worn Out,Good,New,0
650,Motorcycle,76360,5,10,Electric,Manual,800,Good,New,Good,1
651,Van,64365,3,4,Electric,Automatic,2000,New,Worn Out,Good,1
652,Van,58089,3,2,Petrol,Automatic,2500,Worn Out,Good,New,1
653,Truck,79143,3,8,Diesel,Manual,2000,New,New,Good,0
654,Car,56541,2,8,Diesel,Automatic,2500,New,New,Weak,1
655,Van,42222,1,8,Petrol,Manual,2000,Good,Good,Weak,1
656,SUV,40701,3,2,Petrol,Manual,2500,Worn Out,Good,New,1
657,SUV,55081,1,9,Petrol,Automatic,2000,Worn Out,New,New,0
658,Van,74030,3,8,Electric,Automatic,800,Worn Out,New,New,0
659,Van,53341,5,7,Diesel,Automatic,1500,New,Worn Out,Good,1
660,SUV,50907,4,5,Petrol,Manual,1000,Worn Out,Worn Out,New,1
661,Bus,69196,1,4,Diesel,Automatic,2000,Good,Good,Good,0
662,Van,60900,3,2,Electric,Automatic,2500,Worn Out,New,Good,1
663,SUV,72431,2,10,Diesel,Automatic,800,New,New,Good,0
664,Van,67666,1,10,Electric,Automatic,800,Good,Worn Out,New,1
665,Van,52178,0,8,Diesel,Automatic,2000,Worn Out,Good,New,0
666,Bus,42809,0,1,Diesel,Manual,2500,Good,New,Good,0
667,Truck,47704,4,2,Electric,Manual,1500,Good,New,Weak,1
668,Bus,74734,5,3,Electric,Manual,1500,Good,Good,New,1
669,Car,48093,0,7,Diesel,Manual,1000,Good,New,Weak,1
670,Truck,65804,2,5,Diesel,Manual,1000,Worn Out,New,Weak,1
671,Van,36171,0,1,Diesel,Automatic,1000,New,Worn Out,Weak,1
672,SUV,38562,3,3,Petrol,Automatic,1500,Worn Out,Good,New,1
673,SUV,49615,1,9,Electric,Manual,2000,Worn Out,New,New,0
674,Motorcycle,34052,2,4,Electric,Automatic,1000,New,New,New,1
675,Car,36829,1,9,Petrol,Manual,2500,Good,Worn Out,Good,1
676,Bus,51421,5,1,Petrol,Manual,2500,Good,Worn Out,New,1
677,SUV,76932,2,4,Electric,Automatic,2500,Good,Worn Out,Weak,1
678,Truck,62017,5,8,Petrol,Automatic,1500,Worn Out,Worn Out,Weak,1
679,Motorcycle,61505,3,5,Diesel,Automatic,800,New,Worn Out,Good,1
680,Truck,72455,1,8,Petrol,Automatic,1000,Worn Out,Good,Weak,1
681,Car,56292,5,8,Electric,Manual,2000,Worn Out,Good,New,1
682,Truck,44299,4,8,Petrol,Automatic,2000,Good,Good,Good,1
683,Bus,65942,5,4,Electric,Manual,2500,New,Worn Out,Good,1
684,Motorcycle,71782,2,3,Petrol,Automatic,2000,Good,Worn Out,Weak,1
685,SUV,78081,3,1,Diesel,Automatic,2500,Good,Good,New,0
686,Van,33771,3,6,Electric,Automatic,800,New,Worn Out,Good,1
687,Motorcycle,61711,0,7,Petrol,Manual,2000,Good,New,Weak,1
688,Motorcycle,76205,3,7,Electric,Automatic,1000,Worn Out,Good,New,1
689,Van,60403,4,3,Diesel,Automatic,2000,New,Good,New,1
690,Truck,56840,4,2,Petrol,Manual,2500,Good,Worn Out,New,1
691,Motorcycle,32765,0,6,Diesel,Manual,2500,New,New,New,0
692,Motorcycle,33792,3,3,Petrol,Manual,1000,Good,Good,New,1
693,Truck,78113,3,5,Diesel,Manual,1000,Worn Out,Good,Weak,1
694,Truck,64957,5,5,Electric,Automatic,2500,New,New,Good,1
695,SUV,54298,5,9,Petrol,Automatic,800,New,New,Weak,1
696,Bus,46843,1,5,Diesel,Manual,2000,Worn Out,Good,Weak,1
697,Motorcycle,48354,4,5,Petrol,Automatic,800,Good,Worn Out,Good,1
698,Car,74158,3,9,Petrol,Manual,1500,Good,Good,Weak,1
699,Van,33473,5,6,Electric,Automatic,1500,Good,New,Weak,1
700,Bus,37338,1,1,Petrol,Manual,800,New,Good,Weak,1
701,Truck,70578,3,9,Electric,Automatic,800,Worn Out,Good,Good,1
702,SUV,35814,0,10,Diesel,Automatic,1000,Good,Worn Out,Good,1
703,Bus,67641,4,10,Petrol,Manual,800,Good,Good,New,1
704,Truck,31795,2,2,Diesel,Manual,800,Worn Out,New,New,1
705,SUV,64424,4,2,Diesel,Automatic,2000,New,Worn Out,Good,1
706,Bus,74111,2,6,Diesel,Automatic,2500,New,Worn Out,Good,1
707,Car,62092,3,1,Electric,Manual,2000,Good,New,New,1
708,Truck,60406,5,3,Diesel,Automatic,800,Worn Out,Worn Out,Good,1
709,Motorcycle,34787,2,5,Diesel,Automatic,800,New,Worn Out,Weak,1
710,Truck,64712,2,2,Electric,Manual,1000,New,Good,Good,0
711,Truck,54094,1,10,Petrol,Manual,1500,Worn Out,Worn Out,New,1
712,SUV,68988,2,9,Electric,Manual,1500,Worn Out,New,Weak,1
713,Motorcycle,51393,3,3,Diesel,Automatic,1500,Worn Out,New,New,1
714,Car,72194,4,6,Diesel,Manual,1500,Good,New,Weak,1
715,Motorcycle,41761,4,4,Diesel,Manual,1500,Good,Worn Out,Good,1
716,Van,39317,0,10,Diesel,Automatic,2500,New,Worn Out,Good,1
717,Car,50373,2,8,Electric,Manual,800,Worn Out,Worn Out,Weak,1
718,Truck,30155,2,1,Electric,Manual,1500,Worn Out,Good,Weak,1
719,Bus,51698,2,9,Petrol,Automatic,1000,Good,Worn Out,Good,1
720,Van,61771,1,10,Diesel,Automatic,1500,New,Worn Out,Weak,1
721,SUV,59510,3,3,Electric,Automatic,800,New,Worn Out,Weak,1
722,Van,64841,5,5,Diesel,Manual,2000,New,Worn Out,Weak,1
723,Car,45250,4,9,Diesel,Manual,2000,Worn Out,Good,Good,1
724,Bus,40502,0,9,Petrol,Manual,1500,Worn Out,Worn Out,Good,1
725,SUV,33687,0,1,Electric,Manual,1000,Worn Out,New,Good,0
726,SUV,31401,1,2,Electric,Automatic,2500,New,Good,Good,0
727,Truck,73615,3,2,Diesel,Manual,800,Worn Out,New,New,1
728,SUV,33710,3,10,Diesel,Manual,1000,Worn Out,Good,Good,1
729,Van,79928,4,9,Diesel,Automatic,1000,Good,Good,Good,1
730,Bus,43859,3,9,Petrol,Manual,1500,Good,Good,Weak,1
731,SUV,31700,5,8,Electric,Automatic,800,Worn Out,Good,Good,1
732,Car,64353,3,10,Diesel,Manual,2500,Good,Worn Out,Good,1
733,Truck,59408,5,3,Electric,Manual,1500,Worn Out,Good,Weak,1
734,Motorcycle,75872,4,1,Electric,Manual,2500,Good,New,New,1
735,Bus,45125,0,9,Petrol,Automatic,800,New,Worn Out,Weak,1
736,Bus,41144,1,10,Petrol,Manual,800,Worn Out,New,Weak,1
737,Bus,70267,3,3,Electric,Manual,1500,New,Good,Good,1
738,Motorcycle,78988,5,8,Diesel,Manual,1000,Good,Worn Out,Weak,1
739,SUV,79980,2,5,Diesel,Automatic,800,New,New,Weak,1
